Job ID,JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings,data_source,notes,_temp
8202,Bizz Analyst,Startup,E-commerce,Singapore,Hybrd,Sr.,0.0 years,PHD,-1,1,0,0,1,"$105,554",5,2022,not urgent,5,duplicate?,???,0.014496
3476,AI Engineer,Enterprise,Health Care,UâSA,Onsite,Entry,10,doctorate,1,1,1,0,0,103185,6,NONE,?,2,UNKNOWN,???,0.180676
382,Data Analyst,Enterprise,Retail,Canada,Remote.,mid-level,6,Bachelors,0,0,1,1,Yes,119169,6,not available,High,2,UNKNOWN,#REF!,0.804845
6100,Machine Learning Engineer,med,Ecommerce,India,Onsite,mid,6,Bachelors,0,0,0,0,0,110236,Sep,2025,Low,4,manual_entry,#REF!,0.791714
8917,Data Analst,MNC,Healthcare,Can,WFH,Entry,7,BS,1,1,1,1,1,0,8,2026,High,6,UNKNOWN,DUPLICATE,0.465413
na,ai engineer,MEDIUM,Retail,India,Remote,Mid,999,bachelor's,1,Not Available,FALSE,NONE,NaN,114.3k,12,2024,Medium,5,api_pull,DUPLICATE,0.445892
2535,Data Engineer,Enterprise,Retail,Australia,Fully Remote,Senior,5,Doctor,0,1,0,1,0,118748,5,2023,low,1,api_pull,DUPLICATE,0.156181
7428,DATA ANALYST,Startup,Retail,Germany,Onsite,--,7,Bachelors,2,1,1,0,n/a,127585,3,2024,low priority,1,,#REF!,0.714839
8246,M.L. Engineer,unknown,Retail,singapore,onsite,Entry,13,master's,0,No,2,0,0,114224,2,2021,Medium,2,UNKNOWN,TODO,0.214215
7788,Data Engneer,Multinational,health care,INDIA,Onsite,Mid,11,PhD,1,1,No,1,0,109411,8,2026,medium,3,duplicate?,TODO,0.510638
,AI Engineer,Enterprise,Healthcare,Germny,Remote,Mid,6,Master,0,NULL,0,0,1,124472,6,2023,URGENT,8,api_pull,,0.578324
1107,AIEngineer,MNC,Tech,Germany,Hybird,mid-level,14,Bachelors,No,-1,0,1,n/a,"$155,648",12,2021,High,?,api_pull,,0.176519
,Data Analyst,Startup,Education,Germany,Onsite,mid level,7.0 years,Bachelor,1,0,1,1,1,116482,2,2020,High,7,web_scrape,TODO,0.836898
4910,None,MEDIUM,Edu,Singapore,Hybrid,Senior,3,MASTER,1,0,0,0,1,105724,6,2026,not urgent,4,api_pull,DUPLICATE,0.556975
916,Data  Analyst,MEDIUM,Education,Australia,Fully Remote,entry,5,Master,0,0,1,1,0,75868,12,2026,High,6,duplicate?,DUPLICATE,0.759792
9024,data_analyst,MNC,Technology,india,-,entry level,0.0 years,master's,0,1,1,1,#N/A,95819,2,2022,High,8,api_pull,,0.244747
JOB-5047,Data  Engineer,Multinational,Finance,uk,Remote,Entry Level,nan,BACHELOR,1,1,0,1,0,83432,2,2022,High Priority,8,UNKNOWN,,0.612829
5331,Business Analyst,Enterprise,Technology,UK,Onsite,Senior,12,Bachelor,0,1,1,-1,#N/A,141412,4,None,High Priority,4,,DUPLICATE,0.65694
8818,A.I Engineer,MNC,Healthcare,usa,Remote.,entry level,8,Bachelor,0,1,0,1,,123845,6,2021,Medium,2,duplicate?,,0.444379
5023,data_analyst,Startup,financial,Germany,Hybrid,Entry,8,phd,0,1,1,1,0,77351,6,2022,High,4,UNKNOWN,#REF!,0.174698
None,AI Eng,start-up,Healthcare,UK,REMOTE,,1.0 years,Master,0,0,1,0,0,"$101,251",0,2021,Low,4,api_pull,DUPLICATE,0.175567
2741,Data ScientiÃÂ©st,ENTERPRISE,E-commerce,Germany,Onsite,Mid,-12,Master,1,1,0,null,?,85645,10,2020,High Priority,7,UNKNOWN,TODO,0.891577
JOB-5010,Business Analyst,Medium,Technology,USA,in-office,Senior,4,UNKNOWN,1,0,0,0,0,95296,9,2022,Low Priority,4,api_pull,,0.507772
NONE,Biz Analyst,ENTERPRISE,Finance,nan,Remote,mid,4,Bachelor,1,0,0,0,1,81625,11,2025,high,9,manual_entry,???,0.944397
NULL,Machine Learning Engineer,Start Up,TECHNOLOGY,UK,Remote,Mid,10,Bachelor,1,1,0,0,1,129.3k,7,2021,MEDIUM,2,duplicate?,TODO,0.947166
3407,Machine Learning Engineer,Enterprise,TECHNOLOGY,CAN,Onsite,mid,13,bachelor's,0,0,0,0,1,129702,3,2023,MEDIUM,?,web_scrape,,0.491513
9349,Data Engineer,Enterprize,Healthcare,Singapore,hybrid,Entry,1,NA,0,1,0,1,1,74.0k,9,2025,Low,5,api_pull,,0.990062
7804,Business  Analyst,enterprise,Retl,Australia,Hybrid.,Entry,8,Master,0,0,0,0,0,47149,12,2023,High Priority,8,,TODO,0.903987
3563,Data Analyst,Medium Sized,--,DE,ONSITE,Entry,0,Batchelor,1,0,0,1,2,9999999,6,2025,High,8,manual_entry,DUPLICATE,0.293353
8346,Dat Scientist,MNC,Finance,N/A,Onsite,junior,14,Bachelor,0,No,0,1,1,92118,2,2022,High,-7,web_scrape,,0.325739
5968,AI Engineer,ENTERPRISE,E-commerce,Australia,Remote,Mid,1,PhD,1,0,1,1,0,144964,1,2023,High,4,duplicate?,needs review,0.487594
5439,Data Analyst,Enterprise,Education,USA,Remote,Mid-Level,0,,1,-1,1,1,#N/A,112537,Dec,2021,High,2,api_pull,#REF!,0.191498
1625,Data Analyst,Enterprise,Education,GERMANY,WFH,Entry Level,6,Phd.,1,?,0,Yes,0,69410,10,2024,Low,2,duplicate?,needs review,0.699115
5216,Data Analyst,STARTUP,tech,SGP,Remote,Entry,10,Master,1,1,0,0,1,57609,9,2026,Medium,2,,DUPLICATE,0.067322
NONE,Data Scientist,Enterprise,ECOMMERCE,N/A,Remote,Mid,6,Master,0,1,0,1,n/a,86189,0,2024,low,4,,#REF!,0.163328
8532,Machine Learning Engineer,Enterprise,Healthcare,Singapore,WFH,SENIOR,-3,Masterss,1,TRUE,-1,0,0,151115,5,2021,low,4,,DUPLICATE,0.426344
2049,Data Scientist,Enterprize,Retail,germany,Remote.,Sr.,12,phd,1,unknown,1,0,1,129.7k,?,2024,High,8,UNKNOWN,,0.868153
NA,ML engineer,MEDIUM,Technology,USA,HYBRID,sr,11,NaN,0,1,0,0,0,0,8,,High,9,,,0.687287
4251,Data Analyst,MEDIUM,tech,GERMANY,wfh,Senior,14,Phd.,1,0,,0,1,125355,10,2024,Medium,2,api_pull,,0.39483
4093,Machine Learning Engineer,STARTUP,E-commerce,aussie,--,Entry,10,Batchelor,1,1,1,1,N/A,132482,12,2020,High,not available,duplicate?,,0.365317
,business analyst,Enterprise,education,USA,Remote,junior,14,Master,1,0,1,0,1,77510,12,2025,Medium,2,UNKNOWN,,0.257929
1379,Business Analyst,MNC.,Fnance,USA,ONSITE,Mid-Level,14,ph.d.,1,0,1,1,0,121523,3,2026,High Priority,-1,,DUPLICATE,0.778334
8427,Data Engineer,enterprise,Ecommerce,Great Britain,On-site,Mid,2,P.H.D,1,0,0,1,2,88503,5,2024,High,7,web_scrape,DUPLICATE,0.606689
NONE,Business Analyst,Enterprise,unknown,AUS,HYBRID,entry level,13,bachelor's,0,TRUE,0,1,0,63996,12,2025,High,9,duplicate?,,0.027096
2586,ai engineer,Enteprise,E-commerce,USA,Remote.,Mid,999,Master,0,1,1,0,1,143273,4,2022,Low,6,duplicate?,#REF!,0.427017
4302,Data Scient&#39;ist,Start-up,Finance,UK,Remote,NA,6,Phd.,Yes,1,0,0,1,113981,3,2021,High,-7,manual_entry,???,0.764088
3400,Data Analyst,Enteprise,finance,Germany,hybrid work,Mid,999,Master,1,0,1,0,1,102477,5,2025,Medium,1,api_pull,#REF!,0.733088
2588,Data  Scientist,ENTERPRISE,Healthcare,Deutschland,Hybrid,Entry,5,PhD,1,1,1,1,1,n/a,11,Not Available,Urgent,3,api_pull,,0.927178
5354,AI Engineer,Medium,E-commerce,USA,Remote,Entry,2,BS,0,0,1,1,FALSE,123577,6,2023,High Priority,7,api_pull,,0.382066
ID_8959,Data  Scientist,Startup,Technology,singapore,ONSITE,Senior Level,11,Bachelor,0,0,1,1,1,144135,#N/A,2020,High,9,UNKNOWN,needs review,0.186236
9950,Data Scientist.,Start-up,Finance,Deutschland,Hybrid,Mid,0,PhD,1,0,FALSE,0,1,88718,2,2022,High,9,web_scrape,TODO,0.701284
374,Data Analyst,Medium,Financial,u.k,Remote.,Mid-Level,13,Masterss,0,1,not available,2,1,80807,11,2023,Medium,4,web_scrape,,0.526605
9594,Data Analyst,Medium,HEALTHCARE,India,Onsite,Entry,12,Master,0,1,0,1,0,62860,11,2020,Medium,6,web_scrape,,0.004766
8580,AI Engineer,multinational,edu,India,Hybrd,senior,NA,Master,1,Yes,-1,1,Yes,196093,0,2025,High,6,UNKNOWN,,0.721318
1233,n/a,Enterprise,E-commerce,India,Hybrid,Mid,4,Master,1,FALSE,0,0,1,84398,5,2023,,6,web_scrape,TODO,0.748269
2351,Data Analyst,MNC,Retail,USA,Hybrid,senior,14,PhD,1,0,1,-1,0,139717,11,2022,Medium,1,UNKNOWN,DUPLICATE,0.797381
JOB-6578,Business  Analyst,nan,Education,UK,Onsite,Sr.,4,Bachelors,0,NA,0,No,1,110928,10,2026,Low,2,web_scrape,needs review,0.773769
7880,machine learning Engineer,Startup,Healthcare,Singapore,Remote,Mid,12,M.S.,0,0,0,TRUE,1,137389,9,2021,Moderate,2,manual_entry,DUPLICATE,0.940666
9865,AI Engineer,STARTUP,Retail,CANADA,hybrid,Mid,4.0 years,Maters,1,1,Yes,1,1,159469,1,2025,High,NONE,manual_entry,needs review,0.231097
6288,Data Analyst,Multinational,Technology,None,Onsite,Entry,7,P.H.D,0,None,0,1,1,97866,7,2022,low priority,3,manual_entry,DUPLICATE,0.065797
7280,DATA ENGINEER,StartUp,Retail,Germany,Remote,Senior,11,Bachelor,1,1,0,No,1,105683,1,2021,moderate,UNKNOWN,manual_entry,,0.965928
2777,Data Analyst,MNC,Technology,Bharat,Onsite,Senior,10,Master,NA,null,0,0,1,?,7,2023,medium,0,web_scrape,needs review,0.581672
7062,AI Engineer,medium,ECOMMERCE,Germany,Fully Remote,Mid,9,Master,0,0,0,0,0,116270,1,2022,Medium,5,UNKNOWN,needs review,0.746774
6341,Data Engineer,Startup,Health,unknown,Remote,Entry,11,Masterss,Yes,0,Yes,0,0,68.2k,NaN,2024,n/a,7,api_pull,TODO,0.971605
697,business_analyst,med,EDUCATION,Germany,Remote,Entry,3,Master,0,1,1,Not Available,FALSE,78081,9,2022,High,1,api_pull,???,0.594903
6759,ML Engineer,Startup,Financial,Germny,Hybrid,Mid,-9,Master,-1,No,1,1,0,144703,7,2020,High,2,manual_entry,???,0.689009
244,Data Scientist,mnc,Technology,Canada,Remote,Junior,999,Bachelor,1,1,0,0,1,77490,5,2024,Low,3,web_scrape,,0.459377
9065,Business Analyst,Medium,Technology,GERÂ MANY,Remote,entry-level,3,Bachelor,1,0,1,1,1,unknown,2,Not Available,URGENT,-7,api_pull,TODO,0.607597
ID_3389,data_analyst,Multinational,Finance,USA,hybrid,Mid,13,Phd.,0,0,1,0,Yes,120860,11,2025,high,9,manual_entry,???,0.137609
JOB-7169,M.L. Engineer,Startup,?,Germany,hybrid work,Entry,Not Available,master,1,1,0,1,0,105861,2,2023,moderate,1,manual_entry,,0.331754
3688,Business Analyst,MNC,Education,USA,Hybrid,Senior,4,bachelor,-,0,-1,1,1,155242,9,2026,High,4,duplicate?,needs review,0.608931
1373,Business Analyst,Startup,EDUCATION,Singapore,Hybrid,Senior,8,master,1,None,1,No,0,119938,4,2020,medium,6,duplicate?,DUPLICATE,0.805432
7358,#N/A,med,Fnance,India,onsite,?,2.0 years,PhD,nan,1,0,1,0,61913,5,2022,UNKNOWN,3,UNKNOWN,,0.909689
null,Machine Learning Engineer,Medium,Technology,germany,Hybrid,Entry,8,PhD,0,2,1,1,1,127449,11,2020,HIGH,7,web_scrape,TODO,0.807744
,data scientist,enterprise,Fnance,aussie,Remote,Senior,6,PhD,1,0,1,1,0,127324,Apr,2025,URGENT,1,,needs review,0.469189
2552,Dat Scientist,Enterprise,financial,UK,Hybrid,Entry Level,2,phd,0,1,0,1,1,N/A,3,2026,High,7,manual_entry,,0.245953
5585,Machine learning engineer,Startup,E-commerce,singapore,Onsite,Senior,6,PhD,0,0,1,0,0,158799,UNKNOWN,2024,Low,4,,???,0.167075
6533,Data Engineer,Startup,tech,Germany,ONSITE,Mid,13,Master,1,NaN,1,1,1,113866,9,2023,URGENT,3,,DUPLICATE,0.033302
9471,ML Engineer,Multinational,Tech,Australia,On Site,-,1,PhD,1,0,1,0,1,131138,3,2022,Low,n/a,web_scrape,,0.342236
9125,Not Available,MNC,education,USA,Hybrid,Senior,7,Master,1,1,0,1,2,131693,12,NULL,Low,4,manual_entry,DUPLICATE,0.478052
8800,AI Engineer,#N/A,Education,CANADA,Onsite,Mid,6,Bachelor,-1,0,0,1,0,134.2k,5,2024,LOW,6,web_scrape,TODO,0.920967
2661,Data Analyst,Startup,N/A,None,in-office,Senior,4,phd,0,1,FALSE,1,0,115941,11,2022,HIGH,9,api_pull,TODO,0.611592
2017,Business Analyst,Enterprise,ECOMMERCE,Australia,Onsite,Mid,unknown,PhD,1,1,1,1,Not Available,114612,1,2022,High Priority,unknown,api_pull,,0.488584
2069,Machine Learning Engineer,Enterprise,Education,Canada,Onsite,Mid,9,master,1,0,1,2,0,140.9k,1,2022,High,1,duplicate?,needs review,0.68363
5200,DATA SCIENTIST,Enterprise,retail,usa,hybrid work,Mid,11,PhD,0,1,1,1,0,107568,5,n/a,high,1,api_pull,???,0.677369
7171,Business  Analyst,M.N.C.,NA,USA,Hybrd,Mid-Level,9,Bachelors,1,?,1,1,1,139407,6,2026,urgent,8,manual_entry,DUPLICATE,0.58766
906,Data Engineer,not available,Finance,Australia,Onsite,mid level,3,Bachelor,1,-,1,0,2,98674,3,2023,Low,3,web_scrape,needs review,0.58598
7712,AI Engineer,Startup,ECOMMERCE,India,Onsite,Senior Level,13,Bachelor,1,,1,1,1,184378,11,2023,--,3,duplicate?,,0.485619
ID_5128,data analyst,STARTUP,IT,Germany,On Site,MID,14,PhD,0,0,0,0,0,79969,12,2025,high,7,api_pull,,0.071691
5710,data engineer,MNC.,Tech,India,Hybrd,intermediate,0,Doctor,0,--,0,1,1,117.9k,10,2025,low priority,4,,#REF!,0.20445
,AI-Engineer,Medium,TECHNOLOGY,UK,HYBRID,Mid,8.4,Maters,Yes,Yes,1,0,0,129221,5,--,Medium,6,api_pull,,0.542073
4479,Data Analyst,Startup,Education,india,Hybrid,Senior,2.5,Master,1,1,-1,0,#N/A,119980,1,2022,Low,4,web_scrape,TODO,0.656
,ai engineer,ENTERPRISE,E-commerce,IN,Onsite,entry,1,MS,0,1,1,NA,1,113089,4,2020,Low,1,UNKNOWN,???,0.73217
3516,business_analyst,MNC.,E-commerce,Canada,Remote.,Mid Level,999,phd,1,Yes,0,0,0,96977,3,2023,not urgent,null,UNKNOWN,needs review,0.900325
8842,Machine Lerning Engineer,Multinational,NONE,United Kingdom,Not Available,Entry Level,2,Masterss,0,0,1,1,0,139347,3,2020,Urgent,0,duplicate?,???,0.799148
1364,data engineer,Startup,Education,UK,remote,Mid,12,M.S.,0,0,1,1,0,"$104,526",4,2026,URGENT,3,web_scrape,DUPLICATE,0.408225
7913,Business Analyst,multinational,Technology,CaÃÂ©n,hybrid work,Senior Level,11,Ph.D,0,0,0,-,0,122262,3,2021,Medium,2,api_pull,DUPLICATE,0.500913
5217,Machine Learning Engineer,M.N.C.,Tech,Australia,Hybrd,MID,8,ph.d.,1,0,1,0,1,"$158,480",NaN,2021,High,8,web_scrape,DUPLICATE,0.958368
8669,data_scientist,MNC,Health Care,Aus,WFH,Mid,0,PhD,Yes,1,FALSE,1,0,108798,4,2023,not urgent,5,api_pull,DUPLICATE,0.712309
1679,,MNC,health care,#N/A,Remote.,sr,2,Master,0,0,0,1,1,not available,8,2024,Low,3,,???,0.552142
,ÃAI engineer,ENTERPRISE,Education,,Remote,Entry Level,999,Master,1,1,0,1,0,102533,NaN,2022,Low,1,manual_entry,???,0.601961
5139,Data Engineeer,MNC,EDUCATION,USA,Remote,Entry,-8,PhD,0,1,0,0,0,73105,3,2025,not available,1,api_pull,???,0.195326
5612,Data Analyst,enterprise,ecommerce,Germany,Remote,Sr.,4,Doctor,0,1,0,0,0,95596,5,2024,High,8,manual_entry,TODO,0.515233
,AI Engineer,ENTERPRISE,EDUCATION,UK,Hybird,Mid,12,BACHELOR,1,0,0,TRUE,NA,"$140,411",13,2026,Medium,5,UNKNOWN,#REF!,0.60044
1574,ai engineer,Enterprise,financial,Germany,Remote,Senior,5,PhD,1,1,0,0,1,"$153,760",7,2026,not urgent,5,api_pull,???,0.767881
6098,business_analyst,start-up,Healthcare,Australia,Hybrid,Mid,10,Masterss,1,not available,unknown,0,0,85452,1,2026,High,8,api_pull,,0.633518
JOB-6979,data_engineer,Startup,Healthcare,India,Remote.,Senior,13,N/A,1,1,n/a,UNKNOWN,1,126449,None,,MEDIUM,2,UNKNOWN,DUPLICATE,0.490484
10273,data_engineer,Startup,Technology,India,?,Junior,10,master's,0,0,0,1,0,65096,3,2020,High,9,web_scrape,,0.227041
null,business_analyst,Medium,education,Australia,nan,Mid,1,PhD,1,-1,1,1,0,108963,null,2022,URGENT,7,web_scrape,DUPLICATE,0.800894
2318,Data Analyst,MNC,Retail,United States,Work From Home,mid level,4,PHD,0,0,0,0,1,100361,6,2022,High,8,UNKNOWN,???,0.003445
7281,Machine Learning Engineer,med,FINANCE,U.K.,remote,Senior,5,Bachelor,1,0,1,2,0,156141,11,2020,Low,2,manual_entry,#REF!,0.785065
8295,data_analyst,MNC,E-commerce,Australia,Onsite,senior,9,PhD,1,0,FALSE,1,0,134876,4,2022,High,7,UNKNOWN,???,0.386986
8740,DATA SCIENTIST,MNC,EDUCATION,Germany,wfh,Mid,11,N/A,0,1,1,0,0,105786,5,2021,High,7,UNKNOWN,#REF!,0.019295
2728,AI Engineer,Enterprise,Tech,Germany,Hybird,Entry,3,Masterss,1,Yes,No,1,0,108628,6,UNKNOWN,Low,6,web_scrape,TODO,0.432403
9369,DataAnalyst,MNC.,Technology,AUS,,Mid,null,P.H.D,0,0,0,0,0,92087,10,2023,not urgent,6,web_scrape,TODO,0.985112
8641,Data Scientist.,MNC,Healthcare,Inda,Hybrid.,junior,6,phd,1,0,1,0,0,82939,3,2024,LOW,-6,duplicate?,TODO,0.535256
9021,AI Engineer,Med,Technology,USA,hybrid work,Senior Level,3,master's,1,0,0,No,1,-153901,6,2022,Low,1,web_scrape,#REF!,0.166376
9019,AI Engineer,Medium,Technology,USA,Onsite,Entry,8,Master,1,-1,0,NULL,1,111181,?,2026,HIGH,9,api_pull,,0.324082
#N/A,Data Engineeer,Startup,Education,India,Fully Remote,Entry,#N/A,P.H.D,Yes,1,No,1,1,77446,6,2025,LOW,0,duplicate?,,0.867629
9492,Data Scientist,Enterprise,Retl,Germany,hybrid work,Senior,Not Available,Bachelor,1,Yes,1,1,1,139144,3,2021,High,5,web_scrape,???,0.703651
5416,AI Engineer,enterprise,Healthcare,United Kingdom,Onsite,Sr.,-8,master,0,1,1,0,1,0,1,2023,Moderate,5,web_scrape,needs review,0.426618
1512,Data Scientist,MNC,Technology,Germany,NULL,mid-level,0,Master,-1,0,0,1,0,113058,9,2025,low,4,UNKNOWN,DUPLICATE,0.584078
8938,Machine Learning Engineer,MNC,RETAIL,UK,Hybrid,senior,10,bachelor's,0,-,0,1,0,176482,3,2020,High,7,web_scrape,TODO,0.74281
5013,AI Engineer,MNC,Healthcare,Germny,Hybrid,Mid,-3,Master,0,0,n/a,1,0,149879,3,2023,low,2,web_scrape,TODO,0.547176
3855,Bizz Analyst,Enterprize,Healthcare,Australia,HYBRID,Senior,unknown,Bachelor,0,0,1,0,Yes,"$125,467",3,2022,Medium,4,manual_entry,,0.899866
2679,Data Engineer,Medium Sized,#N/A,United States,Not Available,Entry,12,bachelor's,0,0,0,1,1,70567,13,2025,Medium,-5,manual_entry,,0.690854
,ML engineer,Startup,Retail,Australia,Hybrid,Mid,0,Master,0,0,0,1,0,128261,6,2024,High,8,UNKNOWN,,0.080953
7454,AI Engineer,med,Finance,Aus,Hybrid,Mid,4,PhD,0,1,0,0,1,121369,1,2026,Low,3,UNKNOWN,,0.665762
7529,Business Analyst,MNC,Education,united states,Hybrid,mid,5,B.S.,0,1,1,1,0,126490,2,2026,High,6,web_scrape,TODO,0.79167
8385,Data Engineer,STARTUP,technology,Canada,Hybrid,Entry,2,PhD,1,unknown,0,0,1,"$61,972",12,2026,High,7,manual_entry,,0.893468
1171,Data Analyst,start-up,Education,INDIA,N/A,Entry,-1,MS,1,0,0,2,0,67017,10,2023,Low,1,web_scrape,,0.672361
8920,data analyst,multinational,Healthcare,canada,hybrid work,Mid,14,Batchelor,1,2,0,0,0,96293,10,2020,High,9,,,0.444529
6334,Business Analyst,MEDIUM,RETAIL,Germany,In-Office,Entry,8,Bachelor,0,0,1,0,0,69359000,12,2025,Medium,4,duplicate?,,0.28058
2786,business analyst,STARTUP,E-commerce,India,hybrid work,None,10,Master,1,No,0,Yes,1,71369,5,2023,Medium,3,api_pull,#REF!,0.698148
8653,Data  Analyst,Medium Sized,Retl,USA,Remote,Senior,5,bachelor's,0,No,No,1,0,112738,8,2021,Low,0,web_scrape,needs review,0.271984
1362,Machine Learning Engineer,NULL,technology,Australia,onsite,Senior,7,na,0,0,NA,n/a,1,182875,12,2021,URGENT,2,UNKNOWN,needs review,0.272049
6896,AI Engineer,Enterprise,Retail,USA,Remote,Entry,9,PhD,1,1,1,1,0,119437,4,2024,HIGH,6,web_scrape,???,0.729654
49,data_scientist,not available,Retial,AU&#39;S,Onsite,Entry,0,?,0,1,0,1,1,93324,6,2021,Low Priority,3,api_pull,needs review,0.807211
8072,data analyst,Startup,E-commerce,Canada,Hybrid,Entry,12,master's,0,1,0,0,1,59710,5,2026,Medium,1,UNKNOWN,DUPLICATE,0.042897
4390,business_analyst,MNC,Healthcare,U.S.,hybrid,Mid,12,PhD,0,NONE,1,1,Yes,131.4k,12,2026,urgent,4,duplicate?,#REF!,0.009789
,Business  Analyst,Medium,Fnance,UK,Hybrid,Senior,9.0 years,Bachelors,1,0,0,0,-1,100587,7,2025,Moderate,NONE,,,0.345864
4187,Machine Learning Engineer,Medium,Finance,nan,Hybrid,sr,7,BACHELOR,1,0,0,not available,1,162662,Nov,not available,NONE,4,duplicate?,???,0.128252
2669,not available,-,Retail,Singpore,Hybrid,Mid,14,P.H.D,1,0,0,2,TRUE,105218,5,?,Moderate,0,duplicate?,DUPLICATE,0.252221
4297,None,MNC,Finance,Canada,Onsite,ENTRY,9,PhD,1,1,null,1,0,80460,2,2023,Medium,2,UNKNOWN,#REF!,0.020131
JOB-6189,Machine Learning Engineer,Startup,Health Care,Can,hybrid work,Entry,11,P.H.D,0,0,0,0,1,"$101,160",n/a,2025,Medium,3,web_scrape,needs review,0.927151
4494,Machine Learning Engineer,Enterprise,E-commerce,Germany,Onsite,Mid Level,4,phd,0,0,0,Yes,nan,142885,4,2023,Low,NA,duplicate?,needs review,0.097523
243,Data Scientist,Enterprise,Healthcare,USA,,Entry,10,Master,1,1,0,0,0,54094,3,2026,Medium,4,api_pull,needs review,0.191765
10304,AI Engineer,MNC,IT,Germany,Onsite,--,7,nan,1,1,1,1,0,162872,2,na,High,0,manual_entry,needs review,0.1783
na,Machine Learning Engineer,med,retail,UK,Onsite,Senior,11,Master,0,1,0,1,2,165708,unknown,2020,medium,4,api_pull,#REF!,0.420777
1729,DataAnalyst,Medium,Retl,United States,Work From Home,null,-4,not available,0,1,0,0,1,107570,6,2023,LOW,-5,,,0.095972
67,Data Engineeer,Startup,Healthcare,Singapore,NONE,-,12,--,1,0,1,1,1,118915,Not Available,2023,High,4,web_scrape,,0.228132
5990,AI  Engineer,Startup,TÃ¢â¬â¢ech,Aus,Onsite,entry,1,BS,0,1,0,1,-1,102310,1,2021,Low,1,web_scrape,#REF!,0.624776
8697,business_analyst,Enterprise,Technology,Deutschland,Onsite,ENTRY,10,M.S.,0,--,0,0,0,49599,4,#N/A,Medium,-3,UNKNOWN,,0.066795
9832,NaN,MNC,Finance,Canada,HYBRID,Sr,0,Bachelor,0,0,1,not available,0,193979,12,2022,HIGH,null,manual_entry,DUPLICATE,0.496957
9770,Business Analyst,Startup,Technology,NULL,Hybrd,Entry,14,PhD,0,1,Yes,0,FALSE,62468,Nov,2024,High,9,manual_entry,#REF!,0.508119
4307,Data Analyst,ENTERPRISE,Finance,india,REMOTE,Senior,4,Master,,1,1,TRUE,0,134628,11,2026,Urgent,6,duplicate?,DUPLICATE,0.978367
9365,Business Analyst,Medium,Retail,USA,Work From Home,mid-level,8,Masterss,0,0,1,0,0,88769,5,2025,Medium,5,api_pull,???,0.489019
7396,AI Engineer,medium,E-commerce,CAN,Hybrid,entry level,1,B.S.,Yes,0,1,1,1,128065,4,2025,High,9,manual_entry,,0.692967
2488,AI Engineer,MNC,Health,SGP,In-Office,n/a,4,Bachelor,0,1,0,1,-,128384,3,2024,High,7,,,0.562645
755,Biz Anâalyst,Enterprise,Technology,India,remote,Senior,10,bachelor,0,0,NA,1,0,null,13,2021,Urgent,2,manual_entry,#REF!,0.854353
2633,Data Scientist,Medium,ECOMMERCE,Australia,Remote.,Senior,0,Masters,0,No,UNKNOWN,0,-1,116369,1,2023,High,7,,,0.394292
3276,data_analyst,MNC,ecommerce,Canada,Fully Remote,Mid-Level,11,PhD,1,0,1,1,0,121440,nan,2020,URGENT,7,web_scrape,,0.687186
9082,AI-Engineer,M.N.C.,E-commerce,India,Remote,Jr,2,Master,0,1,0,-1,0,126882,7,2024,Low,-4,web_scrape,???,0.17518
4021,data scientist,Enterprise,E-commerce,Germany,Hybrid,Senior,UNKNOWN,Doctor,1,0,?,TRUE,1,121950,3,2023,Low,5,duplicate?,needs review,0.531498
5797,AI Engineer,StartUp,TECHNOLOGY,India,in-office,Senior,5,phd,1,0,1,0,1,160380,11,2020,High,9,duplicate?,TODO,0.867878
4182,Business  Analyst,Startup,Finance,USA,Hybrid,Senior,6,BACHELOR,1,1,0,1,1,123.9k,8,2024,LOW,4,api_pull,???,0.138989
9523,Business Analyst,MNC,Edu,Canada,Remote,Mid,5,Doctor,0,0,2,1,1,138187,6,2024,High,9,,#REF!,0.008663
1185,Business Analyst,Enterprise,Technology,Singapore,Onsite,Mid-Level,0,Master,0,Yes,0,0,1,86194,2,2026,High,7,manual_entry,TODO,0.005292
5173,Data ÃÂ©Scientist,Startup,E-commerce,usa,wfh,Entry,4,phd,0,1,not available,null,1,76374,3,2025,High,7,duplicate?,,0.909991
4604,NONE,Medium,Tech,India,Onsite,Mid,13,PhD,0,No,1,No,1,104593,11,2026,MEDIUM,1,api_pull,DUPLICATE,0.386979
3201,AI-Engineer,multinational,Finance,CANADA,On-site,Sr.,11,Master,1,,1,1,0,194506,0,2025,urgent,2,web_scrape,,0.83892
9499,Data Analyst,Medium,Finance,Deutschland,?,intermediate,14,PhD,0,1,0,n/a,0,94012,10,2026,moderate,1,manual_entry,,0.953789
9306,Data Scientist,MNC,NONE,NaN,HYBRID,Entry,14,PhD,0,0,1,0,0,89133,7,2021,moderate,1,api_pull,,0.258615
ID_3985,Data  En&#39;gineer,N/A,edu,singapore,Remote,entry-level,-5,,1,0,0,0,0,66612,0,2022,LOW,-6,,needs review,0.064592
403,AI Engineer,enterprise,Retail,SGP,In-Office,-,-12,,1,1,-1,0,1,137240,10,2024,Medium,3,UNKNOWN,???,0.594778
